class,image,width,height,channels,aspect_ratio,resolution,brightness,contrast,black_ratio,masked_brightness,masked_contrast,blur_score
no_dr,aptos_4403538fb50f.png,1050,1050,3,1.0,1050x1050,85.28843900226758,45.77778432423144,0.20879455782312925,107.51500852913664,16.791604235553113,50.82134497667617
no_dr,aptos_4409965eb2a4.png,1050,1050,3,1.0,1050x1050,80.34455419501134,42.520101868475884,0.20826031746031745,101.0666943141943,14.871990174531089,40.51846380096851
no_dr,aptos_441848e0f308.png,819,614,3,1.3338762214983713,819x614,40.15093285288725,23.691311567773703,0.20296261827206452,50.34116511103959,13.873807121326907,11.467971078733987
no_dr,aptos_44271f3cb18f.png,819,614,3,1.3338762214983713,819x614,36.48790134946487,39.232703229679416,0.5246745653911777,76.69592302060454,12.519112563709978,32.5022491081123
no_dr,aptos_445a8a6da55c.png,1050,1050,3,1.0,1050x1050,81.02563900226757,43.9883777916031,0.20880634920634922,102.14668499388392,17.57019572434119,44.44653146299824
no_dr,aptos_4464bb62bf20.png,2588,1958,3,1.3217568947906027,2588x1958,72.95658914483914,25.214223177134887,0.01675723422159002,74.03208961964037,24.0325354744036,14.577936314143262
no_dr,aptos_44878f34e31f.png,1050,1050,3,1.0,1050x1050,68.90517551020409,37.673641888240525,0.20959092970521542,86.80424499613278,16.328796337090953,41.529455737524174
no_dr,aptos_44976c3b11a6.png,2588,1958,3,1.3217568947906027,2588x1958,64.62525378386613,25.824954822083612,0.01200875258322769,65.29072664633557,25.26174070084941,13.919755749303363
no_dr,aptos_44a4d04162cc.png,1050,1050,3,1.0,1050x1050,75.28639637188209,42.55469716777542,0.2110294784580499,95.23932907201325,20.206042808993,66.08837040890901
no_dr,aptos_44a86263117b.png,1050,1050,3,1.0,1050x1050,85.84205714285714,45.03405909972127,0.2079002267573696,108.00242073079961,14.062404731581807,48.54333600641215
no_dr,aptos_44f7f3ef9d50.png,2588,1958,3,1.3217568947906027,2588x1958,49.161295631760005,18.80119687095308,0.09542668053860594,53.833690682821135,12.723475065742083,12.583460948840738
no_dr,aptos_4528fbbd43a3.png,1050,1050,3,1.0,1050x1050,71.33104217687075,41.631558217877945,0.21029387755102041,90.14308948131915,22.6158674066705,63.7167858165262
no_dr,aptos_45369821d6a3.png,1050,1050,3,1.0,1050x1050,86.70052517006803,46.691252698391565,0.20865396825396826,109.23972587823611,17.87927918223035,47.631282837295934
no_dr,aptos_454792eb6e05.png,2048,1536,3,1.3333333333333333,2048x1536,56.17016887664795,60.25352932194205,0.5244391759236654,118.08331099576533,18.022309941872493,19.966314951578777
no_dr,aptos_454a944eb557.png,819,614,3,1.3338762214983713,819x614,46.593754598640594,50.298306426517016,0.5240899165980599,97.84210196432377,17.448935527835694,41.511213722940106
no_dr,aptos_4554062fa836.png,2588,1958,3,1.3217568947906027,2588x1958,57.36868066332708,28.54239367852973,0.02233396693784308,58.45451361701981,27.937146237983534,13.233553381234358
no_dr,aptos_45693d027798.png,1050,1050,3,1.0,1050x1050,79.4033306122449,43.49523594909638,0.20884353741496597,99.90888850673545,19.424555502697984,43.83058517490224
no_dr,aptos_461fa5292fda.png,1050,1050,3,1.0,1050x1050,72.63830385487529,41.53256212284731,0.21097687074829932,91.67620686563252,21.6290700630612,43.466982128557554
no_dr,aptos_462937ece243.png,1050,1050,3,1.0,1050x1050,86.9635247165533,45.86537410359302,0.20688616780045352,109.12910106037457,16.63489843903817,47.402253947521054
no_dr,aptos_46acc506fa61.png,1050,1050,3,1.0,1050x1050,84.1922902494331,43.96860391380317,0.20554013605442176,105.50158923702922,14.94732571882709,50.963388674705705
no_dr,aptos_4704dbb59536.png,2048,1536,3,1.3333333333333333,2048x1536,46.229647954305015,51.30184511190854,0.5256592432657877,97.43321603032409,23.680164595581278,20.289032618204754
no_dr,aptos_4731e708ede3.png,819,614,3,1.3338762214983713,819x614,36.85796017229242,41.45577118992423,0.5242271300903223,77.40906165099268,21.799995394086604,37.63872284067724
no_dr,aptos_475300735b7f.png,1050,1050,3,1.0,1050x1050,79.85874376417233,43.138647733888156,0.20886984126984126,100.65740448808272,16.7541302609055,50.32249726965617
no_dr,aptos_47536db39f00.png,2588,1958,3,1.3217568947906027,2588x1958,69.80557393043718,30.498632651025503,0.022932904755664944,71.21278076611723,29.421871049034635,14.100594710475033
no_dr,aptos_478fc46eaa49.png,1050,1050,3,1.0,1050x1050,92.87797006802721,48.983102017929376,0.20667845804988663,116.65451838877156,16.986803303594872,41.743177993218055
no_dr,aptos_482088e6be44.png,2048,1536,3,1.3333333333333333,2048x1536,33.128838221232094,36.4545308533022,0.5251487096150717,69.73631450447296,15.705322016110832,24.01372718811035
no_dr,aptos_4826d10030b3.png,1050,1050,3,1.0,1050x1050,80.77826757369614,42.73792645453942,0.2076997732426304,101.54799538872436,15.09589135117092,43.16198810459757
no_dr,aptos_484dbeb9bf2a.png,2048,1536,3,1.3333333333333333,2048x1536,49.8557710647583,54.32036227150325,0.5249935785929362,104.92793063501804,20.849752634746324,20.470539728800457
no_dr,aptos_4860f7813654.png,2588,1958,3,1.3217568947906027,2588x1958,32.55174664871103,15.009460426285514,0.096417345397079,35.547796462248904,12.495036901976551,11.273749907198049
no_dr,aptos_486e852a3b4d.png,819,614,3,1.3338762214983713,819x614,44.826466692916206,27.937115106244367,0.20288108561724197,56.199608825378455,18.478930534615525,15.395896507840135
no_dr,aptos_48a45619d1a3.png,819,614,3,1.3338762214983713,819x614,47.76103176591776,51.339723443388,0.5240640647806771,100.28183443918908,16.56336799862951,44.524891322936924
no_dr,aptos_4926dea289f8.png,1050,1050,3,1.0,1050x1050,80.95254512471655,44.35276045328177,0.20828208616780045,101.79214521308467,19.972867300659225,45.48488950197582
no_dr,aptos_4927945ecfed.png,1050,1050,3,1.0,1050x1050,88.42483446712018,48.043463976573236,0.20817596371882086,111.40503513229307,19.433470166985114,53.16753893208199
no_dr,aptos_493d99f030e2.png,2588,1958,3,1.3217568947906027,2588x1958,68.55989911005932,27.545914243117913,0.08148297398379888,73.81209177112864,22.079699122399113,14.048602373163904
no_dr,aptos_495106ae3b68.png,1050,1050,3,1.0,1050x1050,87.38538503401361,46.91797752337044,0.20800816326530613,109.88246288527677,18.59307443682446,46.037343856830006
no_dr,aptos_4958bfcc9f38.png,1050,1050,3,1.0,1050x1050,80.9704,44.278242216887115,0.20867482993197278,101.88533600172391,19.511279891469805,42.316739582000515
no_dr,aptos_496155f71d0a.png,1050,1050,3,1.0,1050x1050,71.83783945578232,39.24201922835899,0.2091002267573696,90.47056482642118,16.920085365030396,46.01778446277755
no_dr,aptos_4982378d72f9.png,2048,1536,3,1.3333333333333333,2048x1536,51.49897003173828,56.01818194485345,0.5241460800170898,108.18933173537167,21.51535661658548,20.497412999471027
no_dr,aptos_49e4b95ee2dc.png,2588,1958,3,1.3217568947906027,2588x1958,35.65920221087979,13.311867896460152,0.09313749480986339,38.41188219042388,10.677364902031258,10.798879245770967
no_dr,aptos_49eb73968c44.png,819,614,3,1.3338762214983713,819x614,46.405157636427994,49.20390661679665,0.5246089415470523,97.54287244099758,10.37922910797676,28.64319321648312
no_dr,aptos_4a05f81b3aba.png,819,614,3,1.3338762214983713,819x614,42.286014564516194,29.755037494738115,0.20298648148811016,53.018890144738776,23.307574452764225,10.861350136308875
no_dr,aptos_4a1afe4044f4.png,819,614,3,1.3338762214983713,819x614,41.31944096439211,44.51479518735907,0.5244796824601385,86.82861958071787,14.770053194786128,38.123297260105076
no_dr,aptos_4a4cb731f91a.png,2048,1536,3,1.3333333333333333,2048x1536,46.56875451405843,51.697981926877176,0.5251649220784506,98.04448276831657,24.145295092135246,19.235942204793293
no_dr,aptos_4a589edaea60.png,1050,1050,3,1.0,1050x1050,77.26531337868481,42.06358605012327,0.2089451247165533,97.4329418050813,17.017081019573975,42.99921665600236
no_dr,aptos_4a5a6efc0bef.png,1050,1050,3,1.0,1050x1050,81.74898866213152,44.94867915672398,0.20886621315192744,102.92688927742269,20.14988301012759,44.93676873283951
no_dr,aptos_4a96c28f3f07.png,819,614,3,1.3338762214983713,819x614,41.915991536512706,46.99447525747503,0.5246009871417038,88.10122478687538,24.06775682413596,27.31141099219275
no_dr,aptos_4aa3d771c5e4.png,1050,1050,3,1.0,1050x1050,81.78951655328798,45.81169791526676,0.2114702947845805,103.54065662549434,20.588310180946618,57.76143230092318
no_dr,aptos_4ab8c0cece7f.png,1050,1050,3,1.0,1050x1050,72.5055156462585,40.39876616803591,0.21048072562358278,91.44668761380673,19.030006567074988,36.005629741431584
no_dr,aptos_4ad8d3ec8789.png,2048,1536,3,1.3333333333333333,2048x1536,34.54133574167887,38.58802588253358,0.5251874923706055,72.71234461523629,19.016142248365362,27.244794845581055
no_dr,aptos_4b237b958555.png,1050,1050,3,1.0,1050x1050,78.46635283446712,43.186553429510354,0.20867845804988663,98.91133750252169,18.798845381432933,55.78071049029982
no_dr,aptos_4b6895d0cf8d.png,819,614,3,1.3338762214983713,819x614,36.55912708355705,26.56281503110589,0.20298250428543588,45.83412883957554,21.47942247666587,9.726023919848725
no_dr,aptos_4b6cb0bcfd44.png,2048,1536,3,1.3333333333333333,2048x1536,38.95915508270264,43.05539869216942,0.525951067606608,82.15492992692604,19.046664042830724,20.985745747884113
no_dr,aptos_4bcee3cbe232.png,1050,1050,3,1.0,1050x1050,78.01878367346939,44.24536818587647,0.20953015873015873,98.46152292674755,21.944756018753417,55.14442645807129
no_dr,aptos_4bd5d0b30198.png,1050,1050,3,1.0,1050x1050,74.65217959183674,40.78450669118151,0.20879637188208616,94.00777368388471,17.536151200813993,47.217536223064236
no_dr,aptos_4beeca5cc859.png,1050,1050,3,1.0,1050x1050,75.85680634920635,42.57707601696406,0.20946303854875284,95.61377495935481,20.715555380116545,44.678230823164405
no_dr,aptos_4c17e85686f0.png,1050,1050,3,1.0,1050x1050,99.02833741496599,52.125243214884534,0.20618775510204082,124.29020953451754,18.084143636383676,48.317236796005794
no_dr,aptos_4c389d033cb0.png,2048,1536,3,1.3333333333333333,2048x1536,52.65323575337728,56.90432398183425,0.5248762766520182,110.79084376526318,19.380599240926827,21.424708048502605
no_dr,aptos_4c53cc97ea13.png,2048,1536,3,1.3333333333333333,2048x1536,21.745483716328938,25.732666893656024,0.5264123280843099,45.88795847434987,17.054518847192497,28.980750401814777
no_dr,aptos_4c5ab774a381.png,2048,1536,3,1.3333333333333333,2048x1536,58.353806813557945,62.11015961820931,0.5248120625813802,122.77128896476614,14.534340898859364,20.809805552164715
no_dr,aptos_4c60f6fcea75.png,819,614,3,1.3338762214983713,819x614,40.3318319393238,26.227901847981485,0.20295864106939027,50.56477339354549,18.628794170442603,9.22115147706492
no_dr,aptos_4c635a01593d.png,2048,1536,3,1.3333333333333333,2048x1536,41.451669692993164,44.909717841452085,0.5255250930786133,87.33412391654925,15.645223310558535,19.5262934366862
no_dr,aptos_4c6c5a1bf5ab.png,819,614,3,1.3338762214983713,819x614,45.15578504014986,28.620891790611736,0.20288705142125338,56.612285170429175,19.509709868399014,13.684235264126642
no_dr,aptos_4ccee4db09b6.png,2048,1536,3,1.3333333333333333,2048x1536,47.62524159749349,51.29404835365774,0.5243679682413737,100.09745363114378,16.759061124988026,20.56209882100423
no_dr,aptos_4cddfc22b0ad.png,819,614,3,1.3338762214983713,819x614,39.74790301988999,24.57096544780404,0.20306005973758418,49.839921747505954,15.996573798667066,11.01152323218494
no_dr,aptos_4cde86044ad1.png,1050,1050,3,1.0,1050x1050,85.06848253968253,47.158150645177734,0.20918820861678006,107.17775356417815,21.790917323420594,43.45203995041491
no_dr,aptos_4cf4d528c08e.png,2048,1536,3,1.3333333333333333,2048x1536,40.279754956563316,44.426309940595054,0.5245736440022787,84.68910215691493,19.791422961122937,23.03496551513672
no_dr,aptos_4cfd22ae43d4.png,1050,1050,3,1.0,1050x1050,84.08111746031746,44.22134483744255,0.20925714285714286,105.90306310894546,14.029756907257731,39.11698438087012
no_dr,aptos_4d167ca69ea8.png,1050,1050,3,1.0,1050x1050,88.12649977324263,46.395604096078145,0.2073859410430839,110.72782045574962,15.876758534399746,50.13191160994771
no_dr,aptos_4d17559ac1e2.png,2588,1958,3,1.3217568947906027,2588x1958,54.28141571928584,30.00368102438605,0.09517487010844425,59.48172375978839,26.65816949882546,13.76316301526981
no_dr,aptos_4d1e7def7624.png,2588,1958,3,1.3217568947906027,2588x1958,52.679333033897315,27.550017941913303,0.05688212114370877,55.27386151893728,26.199652916555802,13.051765988361142
no_dr,aptos_4d3de40ced3a.png,1050,1050,3,1.0,1050x1050,80.59890975056689,43.896123074172216,0.20723174603174604,101.39634130295747,18.517185946925117,50.43052098969543
no_dr,aptos_4dd14c380696.png,819,614,3,1.3338762214983713,819x614,37.847710921000825,42.488682604048385,0.524370309386596,79.50889713936901,22.03234025519462,32.00236245838852
no_dr,aptos_4dd4a4bf2421.png,1050,1050,3,1.0,1050x1050,74.80530068027211,41.68057022584704,0.2089578231292517,94.20111818961524,19.88520880850097,41.655550446950826
no_dr,aptos_4dd7b322f342.png,819,614,3,1.3338762214983713,819x614,69.58510020562137,60.95334079387325,0.2032350566552521,87.2932791901484,55.85594471927143,32.95983935484317
no_dr,aptos_4e1e252317b5.png,1050,1050,3,1.0,1050x1050,88.79823492063493,46.81602927390572,0.20519818594104308,111.25246585238095,17.315043753259335,57.32060890848072
no_dr,aptos_4e231670b48c.png,1050,1050,3,1.0,1050x1050,72.98927437641723,41.022440760621876,0.20859773242630386,91.86213626949953,20.4554715936092,53.18999003010968
no_dr,aptos_4e4a6224a04e.png,1050,1050,3,1.0,1050x1050,83.86505668934241,45.94584674795763,0.20921995464852608,105.7828511128826,19.31274629797423,50.64240981764673
no_dr,aptos_4e54ccfd49b2.png,1050,1050,3,1.0,1050x1050,84.20786303854875,43.63915435138141,0.20749569160997733,105.79614895117061,12.4990689601713,45.04856097221716
no_dr,aptos_4e8585a96739.png,819,614,3,1.3338762214983713,819x614,45.39553280595626,28.78497141842865,0.2029049488332876,56.91503422880409,19.63144097803541,14.177896301343823
no_dr,aptos_4e85aa647534.png,819,614,3,1.3338762214983713,819x614,39.69103299885059,43.948148827479635,0.5242569591103793,83.36239680648734,20.53719388249087,40.13784586748756
no_dr,aptos_4eabad7948cf.png,2048,1536,3,1.3333333333333333,2048x1536,23.64565372467041,26.221498349770442,0.5262962977091471,49.888254348743715,11.951204835893032,26.473168690999348
no_dr,aptos_4eaf2f81819d.png,1050,1050,3,1.0,1050x1050,79.63281995464853,43.82787644202569,0.21063038548752835,100.69411109068346,18.08549939054313,52.88428461678005
no_dr,aptos_4ec7796df40e.png,2048,1536,3,1.3333333333333333,2048x1536,57.15422757466634,62.061660671950634,0.5241731007893881,120.08192757722695,23.237247452425517,21.045157114664715
no_dr,aptos_4ef16a53d899.png,819,614,3,1.3338762214983713,819x614,27.148924365536743,30.257710881522534,0.5249827985984338,57.09597270481852,14.795463028744589,22.47945178238338
no_dr,aptos_4f5dd7660b17.png,2416,1736,3,1.391705069124424,2416x1736,82.38546856402783,37.30123960869126,0.16650278862880336,98.43511619830919,11.054380227348528,9.05334944998666
no_dr,aptos_4f6abc40c72d.png,1050,1050,3,1.0,1050x1050,73.65267210884353,39.38526143383218,0.20939138321995465,92.76544606411318,14.730612616752527,35.27340280027027
no_dr,aptos_4faf4063db8c.png,1050,1050,3,1.0,1050x1050,79.59164353741497,42.98604076125484,0.20886802721088435,100.33668798002346,16.574848617650293,48.831390845784625
no_dr,aptos_4fd5ec0dca09.png,819,614,3,1.3338762214983713,819x614,50.926664359889116,53.84405658353919,0.5240262813552716,106.927349373932,10.310649133782292,46.38643296623753
no_dr,aptos_4ffa38550c95.png,2048,1536,3,1.3333333333333333,2048x1536,46.96247545878092,54.44706413301181,0.5249064763387045,98.81669504822635,33.423392745185794,24.914216995239258
no_dr,aptos_500aad15b7c8.png,2048,1536,3,1.3333333333333333,2048x1536,46.94044303894043,52.87226612909344,0.5242112477620443,98.631482419346,27.89712405759054,21.282283147176106
no_dr,aptos_501c319f7a9f.png,1050,1050,3,1.0,1050x1050,88.6833560090703,47.639572163304905,0.20821043083900226,111.68986812502004,17.986437869313097,48.914525909620764
no_dr,aptos_504a69096fcb.png,1050,1050,3,1.0,1050x1050,81.25798820861678,45.69031151014118,0.20864308390022676,102.45732179063832,21.991287399309645,55.17476215607365
no_dr,aptos_5056fa7d505f.png,819,614,3,1.3338762214983713,819x614,48.43054412109787,31.202442428674853,0.20280949596910508,60.71420624625823,21.844585615502076,11.72048269388076
no_dr,aptos_5069feccd866.png,2048,1536,3,1.3333333333333333,2048x1536,28.361164728800457,31.246185544793533,0.5256404876708984,59.7602087111297,13.508306367409565,25.895427068074543
no_dr,aptos_5077cdb88aed.png,1050,1050,3,1.0,1050x1050,87.10806077097506,45.34198965937796,0.20628027210884353,109.21872614492912,14.812597340965048,49.45061675309282
no_dr,aptos_5078caaf1f57.png,819,614,3,1.3338762214983713,819x614,41.904666451897725,24.917896293670605,0.20289102862392766,52.53303446021969,14.90196353155781,10.898292643363485
no_dr,aptos_50915e2329a1.png,2048,1536,3,1.3333333333333333,2048x1536,65.52999528249104,70.72978476492989,0.5240818659464518,137.65315885483287,24.209316743000958,26.958247502644856
no_dr,aptos_50916d67bb51.png,1050,1050,3,1.0,1050x1050,88.78623764172336,47.825746792089696,0.20936054421768707,111.97246581314243,18.016088935359342,42.31789747835851
no_dr,aptos_50d8249f7bc9.png,2048,1536,3,1.3333333333333333,2048x1536,54.9999802907308,60.99290959783215,0.5249741872151693,115.75430133935443,28.29051389455923,20.07879638671875
no_dr,aptos_50ddd7d976df.png,2588,1958,3,1.3217568947906027,2588x1958,60.92715041371112,25.355707646580527,0.01560277417735348,61.73664839702982,24.7204740402378,13.092801614688753
no_dr,aptos_50f5201fd18a.png,819,614,3,1.3338762214983713,819x614,46.79269626500897,50.65275614079239,0.5242430389010193,98.28523419800871,18.302361157748763,38.59772583551085
no_dr,aptos_511fd66b2df8.png,2588,1958,3,1.3217568947906027,2588x1958,64.11977670966652,35.898030316374104,0.09319788195063884,69.99587490168751,32.41067772917957,15.303967142916253
no_dr,aptos_519c6e8f78dc.png,2048,1536,3,1.3333333333333333,2048x1536,40.071412086486816,43.04780517893036,0.5246092478434244,84.26532949948177,13.229865537503345,22.685740152994793
no_dr,aptos_51a078d6d43a.png,1050,1050,3,1.0,1050x1050,76.37952199546486,40.60272975718788,0.2089560090702948,96.16475715664939,14.497070267653175,41.78838779109446
no_dr,aptos_51aa3361294c.png,819,614,3,1.3338762214983713,819x614,43.67949712249386,27.10123457378388,0.20299045869078441,54.76782047411481,17.768936415782957,11.957134759003605
no_dr,aptos_51af8a689511.png,1050,1050,3,1.0,1050x1050,73.88323990929705,40.44792303368389,0.2091283446712018,93.207260624633,16.811598721960774,46.46368485856078
no_dr,aptos_51cd8d2057fa.png,1050,1050,3,1.0,1050x1050,69.31943582766439,39.18127469054047,0.21088072562358276,87.49201153098147,19.466713578564658,40.689587603416264
no_dr,aptos_51e656e5a541.png,819,614,3,1.3338762214983713,819x614,41.806252560324225,45.733135144300704,0.5244319560280473,87.84006071579405,18.893821568531646,23.497587826578055
no_dr,aptos_521b5377a727.png,819,614,3,1.3338762214983713,819x614,35.717875139699245,26.25254909416864,0.2034080649715829,44.80192421469922,21.433084200417536,8.227073138607926
no_dr,aptos_5257cb536da2.png,819,614,3,1.3338762214983713,819x614,59.50905807909065,34.53341050289284,0.20257086380864883,74.58854613466335,19.310126166071967,20.901917855332158
no_dr,aptos_525d0dd8dc45.png,819,614,3,1.3338762214983713,819x614,47.10105276554788,31.291183770313882,0.20308193435229266,59.06773168838882,22.878091000030054,10.974443391586282
no_dr,aptos_5264a54e1830.png,819,614,3,1.3338762214983713,819x614,48.68757283252397,29.46109413414438,0.20279955296241942,61.036396971700114,18.349604312551122,12.582916543822254
no_dr,aptos_5288f7441f64.png,819,614,3,1.3338762214983713,819x614,41.46427875418104,44.17264423054345,0.5247779726607088,87.18169416628656,11.087649299520484,24.054245067274383
no_dr,aptos_5293576816aa.png,1050,1050,3,1.0,1050x1050,79.96194467120182,44.156139485764385,0.20944036281179138,100.78592162387906,19.883075870820825,43.776674283430495
no_dr,aptos_529906ff9dfa.png,1050,1050,3,1.0,1050x1050,98.49208707482993,52.300944368434315,0.20804625850340136,124.12553700541386,17.180115131187968,45.33986837539911
no_dr,aptos_5299a532f0e0.png,1050,1050,3,1.0,1050x1050,79.23148934240363,41.48591876490447,0.20862131519274377,99.6211645912011,13.467695985228016,39.31827179831533
no_dr,aptos_52ddde91a349.png,1050,1050,3,1.0,1050x1050,83.83213333333333,45.33825026768798,0.20888616780045352,105.7246065422843,17.418971170661166,50.814495156462584
no_dr,aptos_52edbe29d655.png,1050,1050,3,1.0,1050x1050,72.67512834467121,39.32892141051663,0.209340589569161,91.65213111820324,15.346143658574183,42.643828109496766
no_dr,aptos_5321ab64f9ea.png,1050,1050,3,1.0,1050x1050,83.6364843537415,45.98067005528739,0.2090857142857143,105.54012635567436,19.444530470636057,61.52338493184301
no_dr,aptos_53273d664cd8.png,1050,1050,3,1.0,1050x1050,81.46160090702948,44.428554171123075,0.2077514739229025,102.5591685423617,18.669657993252834,50.38010924226756
no_dr,aptos_53327edb9e4d.png,1050,1050,3,1.0,1050x1050,78.27968344671201,41.24534143231268,0.2090530612244898,98.71832379799064,12.331028992694616,39.82714156111989
no_dr,aptos_535682537302.png,1050,1050,3,1.0,1050x1050,89.66082993197278,47.08374153519382,0.2069605442176871,112.7121016645965,15.081164474951878,39.62610988214914
no_dr,aptos_537e5c578f40.png,819,614,3,1.3338762214983713,819x614,44.03102615806199,27.280163188579987,0.20301631050816718,55.211554584106835,17.830923158951165,13.103816008652306
no_dr,aptos_53c874dbc594.png,2048,1536,3,1.3333333333333333,2048x1536,49.26122156778971,56.14069496439531,0.524409294128418,103.54521251885762,31.745525464890296,22.409692764282227
no_dr,aptos_53ddae6a619e.png,2048,1536,3,1.3333333333333333,2048x1536,45.92691612243652,49.84751237202763,0.5246108373006185,96.58088863181193,18.325093046644877,20.508860905965168
no_dr,aptos_54038e56131d.png,1050,1050,3,1.0,1050x1050,81.63325714285715,45.746820182604964,0.20916643990929706,102.94193445533517,21.795488494209234,45.85732008074825
no_dr,aptos_540e4973829e.png,819,614,3,1.3338762214983713,819x614,50.320844916936124,54.29261068780188,0.523724013952027,105.59765848444488,18.832397527000705,53.1513047213373
no_dr,aptos_542964865b1e.png,1050,1050,3,1.0,1050x1050,73.90089160997732,40.97704793904919,0.20965986394557823,93.11411373156596,19.060097045836805,48.08006748003149
no_dr,aptos_54334705a34d.png,2048,1536,3,1.3333333333333333,2048x1536,54.744092305501304,63.09358195461232,0.5241785049438477,115.0180718263234,37.885140403599415,24.01656150817871
no_dr,aptos_5445255635f0.png,2588,1958,3,1.3217568947906027,2588x1958,89.45286606053239,35.15574557550664,0.09396692994933795,98.18344944452855,23.51231190485696,16.843160583856186
no_dr,aptos_549381330191.png,1050,1050,3,1.0,1050x1050,73.36911836734694,40.23135798399464,0.20940408163265306,92.53501707142463,17.10778740943509,50.87062714733964
no_dr,aptos_54b322c66d01.png,2048,1536,3,1.3333333333333333,2048x1536,48.13315963745117,51.4092953833916,0.524900754292806,101.28017715232785,13.473698340857494,21.274656931559246
no_dr,aptos_54bdcdecd8f3.png,2048,1536,3,1.3333333333333333,2048x1536,42.54100704193115,46.14943466961201,0.5244372685750326,89.42613090586775,16.93391716213056,23.131133397420246
no_dr,aptos_54f57cf26126.png,2048,1536,3,1.3333333333333333,2048x1536,48.87419064839681,57.27462230032059,0.5244951248168945,102.75195228802608,36.93417891476705,27.22520637512207
no_dr,aptos_5511f114e7ee.png,2048,1536,3,1.3333333333333333,2048x1536,43.87417443593343,47.1949067948347,0.5251909891764323,92.37601866605964,14.55278380810782,21.536963780721027
no_dr,aptos_555d0bef3c5b.png,1050,1050,3,1.0,1050x1050,87.25896145124716,46.356199459286685,0.2077170068027211,109.74145842205768,16.684976588689764,39.532351499279414
no_dr,aptos_55968f0e63c4.png,1050,1050,3,1.0,1050x1050,80.40114467120182,42.049712928023474,0.20731519274376417,100.9946311796644,13.581320974551597,45.15263452562172
no_dr,aptos_55f7f018c61c.png,2588,1958,3,1.3217568947906027,2588x1958,53.18642852293843,25.677363381348343,0.09502587569247868,58.229709281672754,21.465881327146118,12.925864323898395
no_dr,aptos_565f3404f9b2.png,1050,1050,3,1.0,1050x1050,80.6752126984127,43.723384454195255,0.20804081632653063,101.42974683181868,18.518359017956083,44.41176306420392
no_dr,aptos_568455854a11.png,819,614,3,1.3338762214983713,819x614,43.26968615893697,46.98636811234399,0.5245910441350181,90.94638323147905,17.624532982488848,33.22823575266572
no_dr,aptos_571bbdbf585e.png,1050,1050,3,1.0,1050x1050,93.71579682539682,50.49284032210549,0.20838639455782312,118.1441391274059,18.882594926290466,52.12660117912515
no_dr,aptos_5728b8aa98ef.png,1050,1050,3,1.0,1050x1050,81.22815419501134,44.51278191006544,0.20863401360544218,102.34547342578234,19.125810187717,47.131046025054175
no_dr,aptos_573ea80a53be.png,2048,1536,3,1.3333333333333333,2048x1536,49.65246772766113,53.73819654850944,0.5244439442952474,104.37734112315087,19.02352652928018,22.298831303914387
no_dr,aptos_57a5e4274275.png,2048,1536,3,1.3333333333333333,2048x1536,46.130431493123375,49.7454005075215,0.524900754292806,97.06824138376335,16.28998896456834,21.886790593465168
no_dr,aptos_57a710de68a4.png,1050,1050,3,1.0,1050x1050,83.76051156462584,45.12184458154663,0.20942494331065759,105.54390099230274,17.579291263257325,44.06593657773378
no_dr,aptos_57db4781e7ec.png,1050,1050,3,1.0,1050x1050,94.5029351473923,49.51170307612421,0.20796643990929706,118.98281412294996,14.590614630840832,53.19058522336349
no_dr,aptos_57f5ad4b5b29.png,819,614,3,1.3338762214983713,819x614,57.82214148500793,34.68686711750007,0.20282938198247644,72.5019357896575,21.13686947547242,27.34318462362121
no_dr,aptos_58059e73d2d4.png,819,614,3,1.3338762214983713,819x614,32.38466708825015,35.77465105909887,0.5249509809770396,68.11309578627463,16.193800244029724,26.1739190957432
no_dr,aptos_5814cbd2e9bf.png,1050,1050,3,1.0,1050x1050,81.37577142857143,44.029527037685384,0.20944943310657596,102.73544084205503,16.537035498603725,59.47532066112866
no_dr,aptos_586f5c56081e.png,1050,1050,3,1.0,1050x1050,82.74251428571428,44.61666153573649,0.2077278911564626,104.06002083619545,18.010001657185686,45.42962657681436
no_dr,aptos_5889a0c75cac.png,1050,1050,3,1.0,1050x1050,84.35676281179138,47.473682401406755,0.20874467120181406,106.33132460374685,23.119714442201506,55.74323815372484
no_dr,aptos_58a9e0d7f7af.png,1050,1050,3,1.0,1050x1050,84.42847528344672,46.702458158507255,0.20950022675736962,106.4538545034801,21.04854963814087,46.272575942393544
no_dr,aptos_58af2c054ced.png,1050,1050,3,1.0,1050x1050,87.45433106575963,47.686056905472704,0.20944036281179138,110.39641483629956,19.048345675177796,51.68192372954397
no_dr,aptos_58c12863f33d.png,1050,1050,3,1.0,1050x1050,86.54964081632653,45.611314964558495,0.20853333333333332,108.83688252929204,15.679625873167874,44.50030885260769
no_dr,aptos_58eb3809f456.png,2048,1536,3,1.3333333333333333,2048x1536,18.796268463134766,22.370790975193035,0.5270595550537109,39.70901271860309,15.10742927711647,31.13441785176595
no_dr,aptos_58f07741ee3b.png,2048,1536,3,1.3333333333333333,2048x1536,48.87937672932943,52.189869687129026,0.5241943995157877,102.70180824517038,14.077543729679203,21.589396158854168
no_dr,aptos_596f4fdb0004.png,1050,1050,3,1.0,1050x1050,84.90045442176871,47.11667856093384,0.20903310657596372,107.07500564767024,21.302082938123817,55.9204745939192
